stratum,level,turn,survival,ci_lo,ci_hi,n_at_risk,n_events
condition,informed,151.0,0.9860893757607373,0.9574952334923875,0.995492310482506,213,1
condition,informed,168.0,0.9667542899615071,0.8897303363807367,0.990263318469562,51,1
condition,uninformed,0.0,1.0,1.0,1.0,216,0
condition,uninformed,11.0,0.9953703703703703,0.9675942491283139,0.9993465546607061,216,1
condition,uninformed,12.0,0.9861111111111112,0.9575611341898439,0.9954993374938629,215,2
condition,uninformed,13.0,0.9722222222222223,0.9392189758193584,0.9874240140994548,213,3
condition,uninformed,14.0,0.9583333333333335,0.9214562934151319,0.9781000593591823,210,3
condition,uninformed,29.0,0.9537037037037038,0.9156652723466014,0.9748189496414146,207,1
condition,uninformed,44.0,0.939814814814815,0.8986067336115642,0.964602091158596,206,3
condition,uninformed,48.0,0.9351851851851853,0.8930107850770127,0.9610937085301622,203,1
condition,uninformed,49.0,0.9212962962962964,0.8764462993625762,0.9503233733684499,202,3
condition,uninformed,50.0,0.9166666666666667,0.8709905938366794,0.9466622713233032,199,1
condition,uninformed,52.0,0.9074074074074076,0.8601652697727666,0.9392486003634243,198,2
condition,uninformed,54.0,0.8935185185185187,0.8441181154281069,0.9279274872396089,196,3
condition,uninformed,55.0,0.8888888888888891,0.8388145440252477,0.9241063895021088,193,1
condition,uninformed,57.0,0.8842592592592594,0.833531823699349,0.9202636919076402,192,1
condition,uninformed,58.0,0.8750000000000001,0.8230250911232195,0.9125177119131734,191,2
condition,uninformed,59.0,0.8703703703703705,0.8177993570384202,0.9086163032327754,189,1
condition,uninformed,62.0,0.8611111111111113,0.8073993595413894,0.900760746346482,188,2
condition,uninformed,63.0,0.851851851851852,0.7970635952334674,0.8928395818764306,186,2
condition,uninformed,64.0,0.8472222222222223,0.7919183320180441,0.8888559629227947,184,1
condition,uninformed,66.0,0.837962962962963,0.7816704616167768,0.8808453901823975,183,2
condition,uninformed,67.0,0.8333333333333334,0.7765669255665544,0.8768194177182778,181,1
condition,uninformed,68.0,0.8194444444444444,0.7613329555266423,0.8646639741317488,180,3
condition,uninformed,69.0,0.8148148148148149,0.7562792821543113,0.8605876068572033,177,1
condition,uninformed,71.0,0.8101851851851852,0.751237207587197,0.8564995484822545,176,1
condition,uninformed,74.0,0.7962962962962964,0.7361776004425851,0.844168330884934,175,3
condition,uninformed,76.0,0.7870370370370371,0.7261906843849085,0.8358944518252521,172,2
condition,uninformed,77.0,0.7731481481481481,0.7112847906136208,0.8234089671302998,170,3
condition,uninformed,78.0,0.7685185185185185,0.7063351794597643,0.8192280997662561,167,1
condition,uninformed,79.0,0.7638888888888888,0.701394758590784,0.815038043785567,166,1
condition,uninformed,86.0,0.7592592592592592,0.6964633503696198,0.8108389828721311,165,1
condition,uninformed,88.0,0.7546296296296295,0.69154078581969,0.8066310916680068,164,1
condition,uninformed,90.0,0.7499999999999999,0.6866269041014356,0.8024145363337382,163,1
condition,uninformed,91.0,0.7453703703703702,0.6817215520304976,0.7981894750630529,162,1
condition,uninformed,93.0,0.7407407407407406,0.6768245836336015,0.7939560585563646,161,1
condition,uninformed,95.0,0.7314814814814814,0.6670552475959273,0.7854647277536556,160,2
condition,uninformed,96.0,0.7222222222222222,0.6573178576028761,0.7769416154193234,158,2
condition,uninformed,97.0,0.7175925925925926,0.6524608433372424,0.772668449701448,156,1
condition,uninformed,98.0,0.7083333333333333,0.642769624417438,0.7640994685431467,155,2
condition,uninformed,100.0,0.7037037037037036,0.6379352136055858,0.7598038658454075,153,1
condition,uninformed,101.0,0.6944444444444443,0.6282883075371647,0.7511909334987736,152,2
condition,uninformed,102.0,0.6898148148148147,0.6234756321638064,0.7468737898631623,150,1
condition,uninformed,103.0,0.685185185185185,0.6186700283620759,0.7425496452296618,149,1
